Año,Periodo,Operador de red,Nivel,CU Total,"Costo Compra (Gm,i)",Cargo Transporte STN (Tm),"Cargo Transporte SDL (Dn,m)","Margen Comercialización (CVm,i,j)","Costo G, T, Pérdidas (PRn,m)",Restricciones (Rm),COT,"Cfm,j ($/fact.)"
2024,Enero,ENEL Bogotá - Cundinamarca,Nivel 1 ( Propiedad OR ),747.41,289.09,54.32,256.98,70.27,58.26,18.49,0,9.286
2024,Enero,ENEL Bogotá - Cundinamarca,Nivel 1 (Propiedad Compartida),724.67,289.09,54.32,234.24,70.27,58.26,18.49,0,9.286
2024,Enero,ENEL Bogotá - Cundinamarca,Nivel 1  (Propiedad Cliente),701.93,289.09,54.32,211.5,70.27,58.26,18.49,0,9.286
2024,Enero,ENEL Bogotá - Cundinamarca,NIVEL II,610.25,289.09,54.32,158.35,70.27,19.73,18.49,0,9.286
2024,Enero,ENEL Bogotá - Cundinamarca,NIVEL III,562.22,289.09,54.32,110.75,70.27,19.3,18.49,0,9.286
2024,Enero,CELSIA - Valle del Cauca,Nivel 1 ( Propiedad OR ),793.95,289.09,54.32,261.91,112.06,57.36,19.21,0,15.291
2024,Enero,CELSIA - Valle del Cauca,Nivel 1 (Propiedad Compartida),757.54,289.09,54.32,225.5,112.06,57.36,19.21,0,15.291
2024,Enero,CELSIA - Valle del Cauca,Nivel 1  (Propiedad Cliente),721.13,289.09,54.32,189.09,112.06,57.36,19.21,0,15.291
2024,Enero,CELSIA - Valle del Cauca,NIVEL II,657.13,289.09,54.32,157.72,112.06,24.73,19.21,0,15.291
2024,Enero,CELSIA - Valle del Cauca,NIVEL III,590.36,289.09,54.32,94.45,112.06,21.23,19.21,0,15.291
2024,Enero,CELSIA - Tolima,Nivel 1 ( Propiedad OR ),795.88,289.09,54.32,256.98,93.08,83.2,19.21,0,9.594
2024,Enero,CELSIA - Tolima,Nivel 1 (Propiedad Compartida),743.64,289.09,54.32,204.74,93.08,83.2,19.21,0,9.594
2024,Enero,CELSIA - Tolima,Nivel 1  (Propiedad Cliente),691.4,289.09,54.32,152.5,93.08,83.2,19.21,0,9.594
2024,Enero,CELSIA - Tolima,NIVEL II,650.2,289.09,54.32,158.35,93.08,36.15,19.21,0,9.594
2024,Enero,CELSIA - Tolima,NIVEL III,593.3,289.09,54.32,110.75,93.08,26.85,19.21,0,9.594
2024,Enero,EMCALI - Cali,Nivel 1 ( Propiedad OR ),746.4,289.09,54.32,261.91,66.18,56.8,18.1,0,8.565
2024,Enero,EMCALI - Cali,Nivel 1 (Propiedad Compartida),724.88,289.09,54.32,240.39,66.18,56.8,18.1,0,8.565
2024,Enero,EMCALI - Cali,Nivel 1  (Propiedad Cliente),703.36,289.09,54.32,218.87,66.18,56.8,18.1,0,8.565
2024,Enero,EMCALI - Cali,NIVEL II,609.99,289.09,54.32,157.72,66.18,24.58,18.1,0,8.565
2024,Enero,EMCALI - Cali,NIVEL III,544.59,289.09,54.32,94.45,66.18,22.44,18.1,0,8.565
2024,Febrero,ENEL Bogotá - Cundinamarca,Nivel 1 ( Propiedad OR ),770.93,293.46,49.2,253.04,107.2,58.28,9.76,0,9.328
2024,Febrero,ENEL Bogotá - Cundinamarca,Nivel 1 (Propiedad Compartida),748.07,293.46,49.2,230.18,107.2,58.28,9.76,0,9.328
2024,Febrero,ENEL Bogotá - Cundinamarca,Nivel 1  (Propiedad Cliente),725.21,293.46,49.2,207.32,107.2,58.28,9.76,0,9.328
2024,Febrero,ENEL Bogotá - Cundinamarca,NIVEL II,651.66,293.46,49.2,161.69,117.73,19.83,9.76,0,9.328
2024,Febrero,ENEL Bogotá - Cundinamarca,NIVEL III,609.7,293.46,49.2,114.02,123.88,19.39,9.76,0,9.328
2024,Febrero,CELSIA - Valle del Cauca,Nivel 1 ( Propiedad OR ),871.16,293.46,49.2,279.57,181.34,57.43,10.17,0,15.361
2024,Febrero,CELSIA - Valle del Cauca,Nivel 1 (Propiedad Compartida),834.73,293.46,49.2,243.13,181.34,57.43,10.17,0,15.361
2024,Febrero,CELSIA - Valle del Cauca,Nivel 1  (Propiedad Cliente),798.3,293.46,49.2,206.7,181.34,57.43,10.17,0,15.361
2024,Febrero,CELSIA - Valle del Cauca,NIVEL II,722.54,293.46,49.2,163.81,181.03,24.87,10.17,0,15.361
2024,Febrero,CELSIA - Valle del Cauca,NIVEL III,624.62,293.46,49.2,97.6,152.84,21.36,10.17,0,15.361
2024,Febrero,CELSIA - Tolima,Nivel 1 ( Propiedad OR ),878.96,293.46,49.2,253.04,190,83.1,10.17,0,9.639
2024,Febrero,CELSIA - Tolima,Nivel 1 (Propiedad Compartida),826.83,293.46,49.2,200.91,190,83.1,10.17,0,9.639
2024,Febrero,CELSIA - Tolima,Nivel 1  (Propiedad Cliente),774.7,293.46,49.2,148.78,190,83.1,10.17,0,9.639
2024,Febrero,CELSIA - Tolima,NIVEL II,650.27,293.46,49.2,161.69,99.58,36.18,10.17,0,9.639
2024,Febrero,CELSIA - Tolima,NIVEL III,593.34,293.46,49.2,114.02,99.58,26.92,10.17,0,9.639
2024,Febrero,EMCALI - Cali,Nivel 1 ( Propiedad OR ),758.19,293.46,49.2,279.57,68.14,56.85,10.98,0,8.604
2024,Febrero,EMCALI - Cali,Nivel 1 (Propiedad Compartida),736.67,293.46,49.2,258.05,68.14,56.85,10.98,0,8.604
2024,Febrero,EMCALI - Cali,Nivel 1  (Propiedad Cliente),715.16,293.46,49.2,236.53,68.14,56.85,10.98,0,8.604
2024,Febrero,EMCALI - Cali,NIVEL II,610.29,293.46,49.2,163.81,68.14,24.7,10.98,0,8.604
2024,Febrero,EMCALI - Cali,NIVEL III,541.93,293.46,49.2,97.6,68.14,22.56,10.98,0,8.604
2024,Marzo,ENEL Bogotá - Cundinamarca,Nivel 1 ( Propiedad OR ),797.16,295.82,57.43,268.05,106.74,59.39,9.72,0,9.414
2024,Marzo,ENEL Bogotá - Cundinamarca,Nivel 1 (Propiedad Compartida),774.09,295.82,57.43,244.99,106.74,59.39,9.72,0,9.414
2024,Marzo,ENEL Bogotá - Cundinamarca,Nivel 1  (Propiedad Cliente),751.03,295.82,57.43,221.93,106.74,59.39,9.72,0,9.414
2024,Marzo,ENEL Bogotá - Cundinamarca,NIVEL II,668.3,295.82,57.43,169.41,116.1,19.82,9.72,0,9.414
2024,Marzo,ENEL Bogotá - Cundinamarca,NIVEL III,609.82,295.82,57.43,117.47,109.99,19.39,9.72,0,9.414
2024,Marzo,CELSIA - Valle del Cauca,Nivel 1 ( Propiedad OR ),874.75,295.82,57.43,282.04,171.47,58.46,9.52,0,15.502
2024,Marzo,CELSIA - Valle del Cauca,Nivel 1 (Propiedad Compartida),838.24,295.82,57.43,245.54,171.47,58.46,9.52,0,15.502
2024,Marzo,CELSIA - Valle del Cauca,Nivel 1  (Propiedad Cliente),801.74,295.82,57.43,209.04,171.47,58.46,9.52,0,15.502
2024,Marzo,CELSIA - Valle del Cauca,NIVEL II,731.15,295.82,57.43,166.49,176.93,24.96,9.52,0,15.502
2024,Marzo,CELSIA - Valle del Cauca,NIVEL III,616.7,295.82,57.43,97.78,134.81,21.34,9.52,0,15.502
2024,Marzo,CELSIA - Tolima,Nivel 1 ( Propiedad OR ),905.55,295.82,57.43,268.05,190,84.72,9.52,0,9.727
2024,Marzo,CELSIA - Tolima,Nivel 1 (Propiedad Compartida),853.3,295.82,57.43,215.81,190,84.72,9.52,0,9.727
2024,Marzo,CELSIA - Tolima,Nivel 1  (Propiedad Cliente),801.06,295.82,57.43,163.57,190,84.72,9.52,0,9.727
2024,Marzo,CELSIA - Tolima,NIVEL II,669.37,295.82,57.43,169.41,100.73,36.46,9.52,0,9.727
2024,Marzo,CELSIA - Tolima,NIVEL III,607.92,295.82,57.43,117.47,100.73,26.95,9.52,0,9.727
2024,Marzo,EMCALI - Cali,Nivel 1 ( Propiedad OR ),772.47,295.82,57.43,282.04,67.93,57.88,11.37,0,8.683
2024,Marzo,EMCALI - Cali,Nivel 1 (Propiedad Compartida),750.9,295.82,57.43,260.47,67.93,57.88,11.37,0,8.683
2024,Marzo,EMCALI - Cali,Nivel 1  (Propiedad Cliente),729.32,295.82,57.43,238.9,67.93,57.88,11.37,0,8.683
2024,Marzo,EMCALI - Cali,NIVEL II,623.83,295.82,57.43,166.49,67.93,24.8,11.37,0,8.683
2024,Marzo,EMCALI - Cali,NIVEL III,552.9,295.82,57.43,97.78,67.93,22.58,11.37,0,8.683
2024,Abril,ENEL Bogotá - Cundinamarca,Nivel 1 ( Propiedad OR ),802.68,346.81,54.27,266.13,59.23,67.93,8.31,32.69,9.56
2024,Abril,ENEL Bogotá - Cundinamarca,Nivel 1 (Propiedad Compartida),780.27,346.81,54.27,243.72,59.23,67.93,8.31,32.69,9.56
2024,Abril,ENEL Bogotá - Cundinamarca,Nivel 1  (Propiedad Cliente),757.85,346.81,54.27,221.3,59.23,67.93,8.31,32.69,9.56
2024,Abril,ENEL Bogotá - Cundinamarca,NIVEL II,669.64,346.81,54.27,164.65,72.81,22.79,8.31,46.27,9.56
2024,Abril,ENEL Bogotá - Cundinamarca,NIVEL III,598.57,346.81,54.27,111.39,55.51,22.28,8.31,28.97,9.56
2024,Abril,CELSIA - Valle del Cauca,Nivel 1 ( Propiedad OR ),818.78,349.91,54.27,254.7,84.36,67.23,8.31,52.73,15.742
2024,Abril,CELSIA - Valle del Cauca,Nivel 1 (Propiedad Compartida),783.86,349.91,54.27,219.78,84.36,67.23,8.31,52.73,15.742
2024,Abril,CELSIA - Valle del Cauca,Nivel 1  (Propiedad Cliente),748.93,349.91,54.27,184.85,84.36,67.23,8.31,52.73,15.742
2024,Abril,CELSIA - Valle del Cauca,NIVEL II,680.5,349.91,54.27,151.61,87.68,28.71,8.31,56.05,15.742
2024,Abril,CELSIA - Valle del Cauca,NIVEL III,578.85,349.91,54.27,87.79,54.03,24.54,8.31,22.4,15.742
2024,Abril,CELSIA - Tolima,Nivel 1 ( Propiedad OR ),910.03,310.57,54.27,266.13,186.84,85.53,6.7,0,9.832
2024,Abril,CELSIA - Tolima,Nivel 1 (Propiedad Compartida),858.79,310.57,54.27,214.89,186.84,85.53,6.7,0,9.832
2024,Abril,CELSIA - Tolima,Nivel 1  (Propiedad Cliente),807.54,310.57,54.27,163.64,186.84,85.53,6.7,0,9.832
2024,Abril,CELSIA - Tolima,NIVEL II,670.45,310.57,54.27,164.65,96.57,37.69,6.7,0,9.832
2024,Abril,CELSIA - Tolima,NIVEL III,607.91,310.57,54.27,111.39,96.57,28.41,6.7,0,9.832
2024,Abril,EMCALI - Cali,Nivel 1 ( Propiedad OR ),762.11,347.38,54.27,254.7,25.59,71.86,8.31,0,8.818
2024,Abril,EMCALI - Cali,Nivel 1 (Propiedad Compartida),746.35,347.38,54.27,238.94,25.59,71.86,8.31,0,8.818
2024,Abril,EMCALI - Cali,Nivel 1  (Propiedad Cliente),730.59,347.38,54.27,223.18,25.59,71.86,8.31,0,8.818
2024,Abril,EMCALI - Cali,NIVEL II,618.06,347.38,54.27,151.61,25.59,30.89,8.31,0,8.818
2024,Abril,EMCALI - Cali,NIVEL III,551.5,347.38,54.27,87.79,25.59,28.17,8.31,0,8.818
2024,Mayo,ENEL Bogotá - Cundinamarca,Nivel 1 ( Propiedad OR ),864.28,391.41,47.96,257.12,57.26,73.38,37.14,31.89,9.64
2024,Mayo,ENEL Bogotá - Cundinamarca,Nivel 1 (Propiedad Compartida),841.89,391.41,47.96,234.73,57.26,73.38,37.14,31.89,9.64
2024,Mayo,ENEL Bogotá - Cundinamarca,Nivel 1  (Propiedad Cliente),819.5,391.41,47.96,212.34,57.26,73.38,37.14,31.89,9.64
2024,Mayo,ENEL Bogotá - Cundinamarca,NIVEL II,738.16,391.41,47.96,161.31,76.29,24.04,37.14,50.92,9.64
2024,Mayo,ENEL Bogotá - Cundinamarca,NIVEL III,664.51,391.41,47.96,111.37,53.15,23.46,37.14,27.78,9.64
2024,Mayo,CELSIA - Valle del Cauca,Nivel 1 ( Propiedad OR ),886.83,394.58,47.96,251.44,83.19,72.51,37.14,56.37,15.874
2024,Mayo,CELSIA - Valle del Cauca,Nivel 1 (Propiedad Compartida),852.17,394.58,47.96,216.78,83.19,72.51,37.14,56.37,15.874
2024,Mayo,CELSIA - Valle del Cauca,Nivel 1  (Propiedad Cliente),817.51,394.58,47.96,182.12,83.19,72.51,37.14,56.37,15.874
2024,Mayo,CELSIA - Valle del Cauca,NIVEL II,743.46,394.58,47.96,153.09,80.25,30.43,37.14,53.43,15.874
2024,Mayo,CELSIA - Valle del Cauca,NIVEL III,654.58,394.58,47.96,89.52,59.51,25.87,37.14,32.69,15.874
2024,Mayo,CELSIA - Tolima,Nivel 1 ( Propiedad OR ),896.29,312.92,47.96,257.12,187.01,83.99,7.28,0,9.902
2024,Mayo,CELSIA - Tolima,Nivel 1 (Propiedad Compartida),845.46,312.92,47.96,206.29,187.01,83.99,7.28,0,9.902
2024,Mayo,CELSIA - Tolima,Nivel 1  (Propiedad Cliente),794.63,312.92,47.96,155.46,187.01,83.99,7.28,0,9.902
2024,Mayo,CELSIA - Tolima,NIVEL II,663.54,312.92,47.96,161.31,97.24,36.83,7.28,0,9.902
2024,Mayo,CELSIA - Tolima,NIVEL III,604.45,312.92,47.96,111.37,97.24,27.67,7.28,0,9.902
2024,Mayo,EMCALI - Cali,Nivel 1 ( Propiedad OR ),826.58,392,47.96,251.44,28.69,69.35,37.14,0,8.891
2024,Mayo,EMCALI - Cali,Nivel 1 (Propiedad Compartida),810.91,392,47.96,235.77,28.69,69.35,37.14,0,8.891
2024,Mayo,EMCALI - Cali,Nivel 1  (Propiedad Cliente),795.23,392,47.96,220.09,28.69,69.35,37.14,0,8.891
2024,Mayo,EMCALI - Cali,NIVEL II,688.42,392,47.96,153.09,28.69,29.54,37.14,0,8.891
2024,Mayo,EMCALI - Cali,NIVEL III,622.19,392,47.96,89.52,28.69,26.89,37.14,0,8.891
2024,Junio,ENEL Bogotá - Cundinamarca,Nivel 1 ( Propiedad OR ),741.85,291.69,52.84,257.95,57.57,58.96,22.85,29.34,9.681
2024,Junio,ENEL Bogotá - Cundinamarca,Nivel 1 (Propiedad Compartida),719.5,291.69,52.84,235.6,57.57,58.96,22.85,29.34,9.681
2024,Junio,ENEL Bogotá - Cundinamarca,Nivel 1  (Propiedad Cliente),697.16,291.69,52.84,213.26,57.57,58.96,22.85,29.34,9.681
2024,Junio,ENEL Bogotá - Cundinamarca,NIVEL II,624.91,291.69,52.84,162.49,74.85,20.2,22.85,46.62,9.681
2024,Junio,ENEL Bogotá - Cundinamarca,NIVEL III,571.55,291.69,52.84,113.13,71.31,19.74,22.85,43.08,9.681
2024,Junio,CELSIA - Valle del Cauca,Nivel 1 ( Propiedad OR ),773.47,294.56,52.84,260.81,84.61,57.81,22.85,52.95,15.941
2024,Junio,CELSIA - Valle del Cauca,Nivel 1 (Propiedad Compartida),739.44,294.56,52.84,226.77,84.61,57.81,22.85,52.95,15.941
2024,Junio,CELSIA - Valle del Cauca,Nivel 1  (Propiedad Cliente),705.4,294.56,52.84,192.74,84.61,57.81,22.85,52.95,15.941
2024,Junio,CELSIA - Valle del Cauca,NIVEL II,631.79,294.56,52.84,153.34,83.49,24.72,22.85,51.83,15.941
2024,Junio,CELSIA - Valle del Cauca,NIVEL III,541.47,294.56,52.84,90.78,59.31,21.14,22.85,27.65,15.941
2024,Junio,CELSIA - Tolima,Nivel 1 ( Propiedad OR ),930.58,308.41,52.84,257.95,189.88,84.8,36.71,89.37,9.96
2024,Junio,CELSIA - Tolima,Nivel 1 (Propiedad Compartida),880.74,308.41,52.84,208.1,189.88,84.8,36.71,89.37,9.96
2024,Junio,CELSIA - Tolima,Nivel 1  (Propiedad Cliente),830.9,308.41,52.84,158.26,189.88,84.8,36.71,89.37,9.96
2024,Junio,CELSIA - Tolima,NIVEL II,698.07,308.41,52.84,162.49,100.11,37.51,36.71,0,9.96
2024,Junio,CELSIA - Tolima,NIVEL III,639.54,308.41,52.84,113.13,100.11,28.33,36.71,0,9.96
2024,Junio,EMCALI - Cali,Nivel 1 ( Propiedad OR ),710.54,292.22,52.84,260.81,25.96,55.87,22.85,0,8.929
2024,Junio,EMCALI - Cali,Nivel 1 (Propiedad Compartida),695.09,292.22,52.84,245.36,25.96,55.87,22.85,0,8.929
2024,Junio,EMCALI - Cali,Nivel 1  (Propiedad Cliente),679.64,292.22,52.84,229.91,25.96,55.87,22.85,0,8.929
2024,Junio,EMCALI - Cali,NIVEL II,571.79,292.22,52.84,153.34,25.96,24.59,22.85,0,8.929
2024,Junio,EMCALI - Cali,NIVEL III,507.13,292.22,52.84,90.78,25.96,22.49,22.85,0,8.929
2024,Julio,ENEL Bogotá - Cundinamarca,Nivel 1 ( Propiedad OR ),757.55,296.26,55.93,266.32,53.33,59.15,26.57,30.87,9.712
